GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AKGVE001,NAME_M,AKGVM001
"G0500650","2014-2018",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",0.4257,"Izard County, Arkansas",0.0500
"G0500670","2014-2018",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",0.5031,"Jackson County, Arkansas",0.0382
"G0500690","2014-2018",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",0.4695,"Jefferson County, Arkansas",0.0175
"G0500710","2014-2018",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",0.4427,"Johnson County, Arkansas",0.0241
"G0500730","2014-2018",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",0.5762,"Lafayette County, Arkansas",0.0541
"G0500750","2014-2018",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",0.4358,"Lawrence County, Arkansas",0.0164
"G0500770","2014-2018",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",0.4992,"Lee County, Arkansas",0.0310
"G0500790","2014-2018",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",0.4452,"Lincoln County, Arkansas",0.0344
"G0500810","2014-2018",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",0.4643,"Little River County, Arkansas",0.0365
"G0500830","2014-2018",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",0.4486,"Logan County, Arkansas",0.0255
"G0500850","2014-2018",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",0.4052,"Lonoke County, Arkansas",0.0133
"G0500870","2014-2018",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",0.4787,"Madison County, Arkansas",0.0381
"G0500890","2014-2018",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",0.4433,"Marion County, Arkansas",0.0279
"G0500910","2014-2018",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",0.4662,"Miller County, Arkansas",0.0192
"G0500930","2014-2018",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",0.4622,"Mississippi County, Arkansas",0.0191
"G0500950","2014-2018",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",0.4699,"Monroe County, Arkansas",0.0226
"G0500970","2014-2018",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",0.4524,"Montgomery County, Arkansas",0.0323
"G0500990","2014-2018",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",0.4140,"Nevada County, Arkansas",0.0238
"G0501010","2014-2018",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",0.4312,"Newton County, Arkansas",0.0314
"G0501030","2014-2018",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",0.4770,"Ouachita County, Arkansas",0.0228
"G0501050","2014-2018",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",0.4031,"Perry County, Arkansas",0.0246
"G0501070","2014-2018",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",0.4925,"Phillips County, Arkansas",0.0237
"G0501090","2014-2018",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",0.4352,"Pike County, Arkansas",0.0248
"G0501110","2014-2018",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",0.4161,"Poinsett County, Arkansas",0.0192
"G0501130","2014-2018",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",0.4377,"Polk County, Arkansas",0.0210
"G0501150","2014-2018",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",0.4640,"Pope County, Arkansas",0.0181
"G0501170","2014-2018",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",0.4400,"Prairie County, Arkansas",0.0238
"G0501190","2014-2018",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",0.5025,"Pulaski County, Arkansas",0.0070
"G0501210","2014-2018",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",0.4593,"Randolph County, Arkansas",0.0377
"G0501230","2014-2018",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",0.4729,"St. Francis County, Arkansas",0.0236
"G0501250","2014-2018",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",0.3983,"Saline County, Arkansas",0.0108
"G0501270","2014-2018",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",0.4325,"Scott County, Arkansas",0.0267
"G0501290","2014-2018",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",0.4693,"Searcy County, Arkansas",0.0431
"G0501310","2014-2018",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",0.4781,"Sebastian County, Arkansas",0.0143
"G0501330","2014-2018",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",0.4221,"Sevier County, Arkansas",0.0355
"G0501350","2014-2018",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",0.4758,"Sharp County, Arkansas",0.0778
"G0501370","2014-2018",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",0.4595,"Stone County, Arkansas",0.0340
"G0501390","2014-2018",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",0.4739,"Union County, Arkansas",0.0221
"G0501410","2014-2018",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",0.4450,"Van Buren County, Arkansas",0.0187
"G0501430","2014-2018",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",0.4967,"Washington County, Arkansas",0.0140
"G0501450","2014-2018",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",0.4731,"White County, Arkansas",0.0186
"G0501470","2014-2018",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",0.4949,"Woodruff County, Arkansas",0.0325
"G0501490","2014-2018",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",0.4501,"Yell County, Arkansas",0.0306
"G0600010","2014-2018",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",0.4624,"Alameda County, California",0.0033
"G0600030","2014-2018",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",0.4967,"Alpine County, California",0.0771
"G0600050","2014-2018",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",0.4437,"Amador County, California",0.0249
"G0600070","2014-2018",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",0.4893,"Butte County, California",0.0089
"G0600090","2014-2018",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",0.4464,"Calaveras County, California",0.0212
"G0600110","2014-2018",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",0.4982,"Colusa County, California",0.0459
"G0600130","2014-2018",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",0.4703,"Contra Costa County, California",0.0036
"G0600150","2014-2018",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",0.4857,"Del Norte County, California",0.0312
"G0600170","2014-2018",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",0.4494,"El Dorado County, California",0.0081
"G0600190","2014-2018",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",0.4785,"Fresno County, California",0.0055
"G0600210","2014-2018",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",0.4548,"Glenn County, California",0.0200
"G0600230","2014-2018",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",0.4754,"Humboldt County, California",0.0148
"G0600250","2014-2018",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",0.4768,"Imperial County, California",0.0133
"G0600270","2014-2018",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",0.4240,"Inyo County, California",0.0225
"G0600290","2014-2018",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",0.4645,"Kern County, California",0.0061
"G0600310","2014-2018",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",0.4346,"Kings County, California",0.0138
"G0600330","2014-2018",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",0.4796,"Lake County, California",0.0157
"G0600350","2014-2018",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",0.4231,"Lassen County, California",0.0180
"G0600370","2014-2018",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",0.5022,"Los Angeles County, California",0.0012
"G0600390","2014-2018",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",0.4408,"Madera County, California",0.0110
"G0600410","2014-2018",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",0.5158,"Marin County, California",0.0070
"G0600430","2014-2018",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",0.4349,"Mariposa County, California",0.0284
"G0600450","2014-2018",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",0.4736,"Mendocino County, California",0.0179
"G0600470","2014-2018",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",0.4708,"Merced County, California",0.0116
"G0600490","2014-2018",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",0.4113,"Modoc County, California",0.0276
"G0600510","2014-2018",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",0.3701,"Mono County, California",0.0296
"G0600530","2014-2018",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",0.4619,"Monterey County, California",0.0065
"G0600550","2014-2018",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",0.4719,"Napa County, California",0.0093
"G0600570","2014-2018",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",0.4634,"Nevada County, California",0.0131
"G0600590","2014-2018",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",0.4700,"Orange County, California",0.0031
"G0600610","2014-2018",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",0.4474,"Placer County, California",0.0061
"G0600630","2014-2018",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",0.4549,"Plumas County, California",0.0422
"G0600650","2014-2018",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",0.4547,"Riverside County, California",0.0036
"G0600670","2014-2018",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",0.4583,"Sacramento County, California",0.0041
"G0600690","2014-2018",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",0.3989,"San Benito County, California",0.0154
"G0600710","2014-2018",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",0.4410,"San Bernardino County, California",0.0033
"G0600730","2014-2018",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",0.4630,"San Diego County, California",0.0029
"G0600750","2014-2018",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",0.5128,"San Francisco County, California",0.0040
"G0600770","2014-2018",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",0.4546,"San Joaquin County, California",0.0055
"G0600790","2014-2018",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",0.4538,"San Luis Obispo County, California",0.0077
"G0600810","2014-2018",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",0.4852,"San Mateo County, California",0.0043
"G0600830","2014-2018",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",0.4798,"Santa Barbara County, California",0.0055
"G0600850","2014-2018",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",0.4652,"Santa Clara County, California",0.0025
"G0600870","2014-2018",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",0.4826,"Santa Cruz County, California",0.0066
"G0600890","2014-2018",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",0.4603,"Shasta County, California",0.0084
"G0600910","2014-2018",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",0.4269,"Sierra County, California",0.0428
"G0600930","2014-2018",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",0.4880,"Siskiyou County, California",0.0324
"G0600950","2014-2018",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",0.4231,"Solano County, California",0.0076
"G0600970","2014-2018",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",0.4578,"Sonoma County, California",0.0075
"G0600990","2014-2018",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",0.4451,"Stanislaus County, California",0.0060
"G0601010","2014-2018",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",0.4466,"Sutter County, California",0.0145
"G0601030","2014-2018",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",0.4585,"Tehama County, California",0.0185
"G0601050","2014-2018",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",0.4821,"Trinity County, California",0.0345
"G0601070","2014-2018",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",0.4755,"Tulare County, California",0.0082
"G0601090","2014-2018",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",0.4881,"Tuolumne County, California",0.0258
"G0601110","2014-2018",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",0.4476,"Ventura County, California",0.0050
"G0601130","2014-2018",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",0.4931,"Yolo County, California",0.0092
"G0601150","2014-2018",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",0.4276,"Yuba County, California",0.0142
"G0800010","2014-2018",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",0.4075,"Adams County, Colorado",0.0065
"G0800030","2014-2018",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",0.4821,"Alamosa County, Colorado",0.0348
"G0800050","2014-2018",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",0.4589,"Arapahoe County, Colorado",0.0045
"G0800070","2014-2018",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",0.4486,"Archuleta County, Colorado",0.0331
"G0800090","2014-2018",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",0.4396,"Baca County, Colorado",0.0278
"G0800110","2014-2018",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",0.4395,"Bent County, Colorado",0.0336
"G0800130","2014-2018",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",0.4802,"Boulder County, Colorado",0.0074
"G0800140","2014-2018",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",0.4303,"Broomfield County, Colorado",0.0146
"G0800150","2014-2018",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",0.4266,"Chaffee County, Colorado",0.0206
"G0800170","2014-2018",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",0.4233,"Cheyenne County, Colorado",0.0350
"G0800190","2014-2018",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",0.4127,"Clear Creek County, Colorado",0.0399
"G0800210","2014-2018",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",0.4614,"Conejos County, Colorado",0.0337
"G0800230","2014-2018",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",0.5076,"Costilla County, Colorado",0.0351
"G0800250","2014-2018",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",0.4185,"Crowley County, Colorado",0.0293
"G0800270","2014-2018",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",0.4389,"Custer County, Colorado",0.0446
"G0800290","2014-2018",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",0.4669,"Delta County, Colorado",0.0237
"G0800310","2014-2018",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",0.4958,"Denver County, Colorado",0.0056
"G0800330","2014-2018",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",0.4295,"Dolores County, Colorado",0.0404
"G0800350","2014-2018",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",0.3989,"Douglas County, Colorado",0.0071
"G0800370","2014-2018",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",0.4335,"Eagle County, Colorado",0.0258
"G0800390","2014-2018",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",0.4049,"Elbert County, Colorado",0.0193
"G0800410","2014-2018",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",0.4340,"El Paso County, Colorado",0.0039
"G0800430","2014-2018",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",0.4470,"Fremont County, Colorado",0.0238
"G0800450","2014-2018",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",0.4008,"Garfield County, Colorado",0.0166
"G0800470","2014-2018",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",0.4241,"Gilpin County, Colorado",0.0760
"G0800490","2014-2018",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",0.4019,"Grand County, Colorado",0.0274
"G0800510","2014-2018",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",0.4182,"Gunnison County, Colorado",0.0182
"G0800530","2014-2018",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",0.4769,"Hinsdale County, Colorado",0.0449
"G0800550","2014-2018",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",0.4314,"Huerfano County, Colorado",0.0281
"G0800570","2014-2018",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",0.3796,"Jackson County, Colorado",0.0428
"G0800590","2014-2018",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",0.4337,"Jefferson County, Colorado",0.0049
"G0800610","2014-2018",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",0.4383,"Kiowa County, Colorado",0.0521
"G0800630","2014-2018",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",0.4691,"Kit Carson County, Colorado",0.0917
"G0800650","2014-2018",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",0.4349,"Lake County, Colorado",0.0429
"G0800670","2014-2018",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",0.4584,"La Plata County, Colorado",0.0255
